Species,Endemicity
Lasiurus pfeifferi,Insular
Rhinolophus montanus,Insular
Lasiurus degelidus,Insular
Dyacopterus brooksi,Insular
Pteropus capistratus,Insular
Chaerephon jobimena,Insular
Myotis rufopictus,Insular
Cynopterus minutus,Insular
Harpiola isodon,Insular
Myzopoda schliemanni,Insular
Plecotus sardus,Insular
Pteropus aruensis,Insular
Dobsonia crenulata,Insular
Notopteris neocaledonica,Insular
Pteropus keyensis,Insular
Aethalops aequalis,Insular
Natalus major,Insular
Otomops madagascariensis,Insular
Hipposideros boeadii,Insular
Hipposideros pelingensis,Insular
Rhinolophus formosae,Insular
Pipistrellus raceyi,Insular
Scotophilus tandrefana,Insular
Pteropus rennelli,Insular
Natalus primus,Insular
Nyctalus furvus,Insular
Eonycteris robusta,Insular
Pipistrellus murrayi,Insular
Scotophilus marovaza,Insular
Harpyionycteris celebensis,Insular
Peropteryx trinitatis,Insular
Paremballonura tiavato,Insular
Paranyctimene tenax,Insular
Nyctophilus nebulosus,Insular
Natalus jamaicensis,Insular
Myotis martiniquensis,Insular
Myotis nyctor,Insular
Pteronotus parnellii,Insular
Micronycteris buriri,Insular
Pteropus chrysoproctus,Insular
Acerodon celebensis,Insular
Acerodon jubatus,Insular
Acerodon leucotis,Insular
Acerodon mackloti,Insular
Alionycteris paucidentata,Insular
Anthops ornatus,Insular
Ardops nichollsi,Insular
Aproteles bulmerae,Insular
Ariteus flavescens,Insular
Aselliscus tricuspidatus,Insular
Brachyphylla cavernarum,Insular
Brachyphylla nana,Insular
Pteropus brunneus,Insular
Pteropus pilosus,Insular
Pteropus subniger,Insular
Pteropus tokudae,Insular
Mormoops magna,Insular
Pteronotus pristinus,Insular
Artibeus anthonyi,Insular
Cubanycteris silvai,Insular
Desmodus puntajudensis,Insular
Phyllops silvai,Insular
Phyllops vetus,Insular
Phyllonycteris major,Insular
Miniopterus australis,Insular
Miniopterus macrocneme,Insular
Miniopterus robustior,Insular
Miniopterus minor,Insular
Miniopterus schreibersii,Insular
Nyctophilus timoriensis,Insular
Miniopterus tristis,Insular
Crocidura miya,Insular
Rusa marianna,Insular
Rusa alfredi,Insular
Crocidura negrina,Insular
Crateromys schadenbergi,Insular
Mesocapromys angelcabrerai,Insular
Crateromys heaneyi,Insular
Chimarrogale phaeura,Insular
Chimarrogale sumatrana,Insular
Cynocephalus volans,Insular
Chiropodomys major,Insular
Chiruromys forbesi,Insular
Chiruromys lamia,Insular
Chiruromys vates,Insular
Chrotomys gonzalesi,Insular
Chrotomys mindorensis,Insular
Chrotomys whiteheadi,Insular
Crocidura palawanensis,Insular
Crateromys australis,Insular
Crocidura canariensis,Insular
Crocidura zimmermanni,Insular
Crocidura orii,Insular
Crocidura beatus,Insular
Crocidura grayi,Insular
Crocidura beccarii,Insular
Crunomys celebensis,Insular
Crunomys melanius,Insular
Cryptoprocta ferox,Insular
Solisorex pearsoni,Insular
Dasyprocta coibae,Insular
Dasyprocta ruatanica,Insular
Dactylopsila megalura,Insular
Dactylopsila tatei,Insular
Dactylonax palpator,Insular
Dasyurus spartacus,Insular
Daubentonia madagascariensis,Insular
Dasyurus albopunctatus,Insular
Dendrogale melanura,Insular
Dendrolagus dorianus,Insular
Dendrolagus goodfellowi,Insular
Dendrolagus inustus,Insular
Dendrolagus matschiei,Insular
Dendrolagus ursinus,Insular
Dendrolagus scottae,Insular
Dendrolagus spadix,Insular
Dendrolagus mbaiso,Insular
Diplogale hosei,Insular
Diplothrix legata,Insular
Distoechurus pennatus,Insular
Dorcopsis atrata,Insular
Dorcopsis hageni,Insular
Dorcopsis luctuosa,Insular
Petaurus abidi,Insular
Dorcopsis muelleri,Insular
Dorcopsulus macleayi,Insular
Dorcopsulus vanheurni,Insular
Dremomys everetti,Insular
Dusicyon australis,Insular
Phyllomys thomasi,Insular
Echiothrix leucura,Insular
Echymipera kalubu,Insular
Echymipera clara,Insular
Echymipera echinista,Insular
Echymipera davidi,Insular
Eliurus penicillatus,Insular
Eliurus tanala,Insular
Eliurus webbi,Insular
Microgale monticola,Insular
Eliurus minor,Insular
Eliurus majori,Insular
Eliurus myoxinus,Insular
Myodes rex,Insular
Exilisciurus concinnus,Insular
Nesolagus netscheri,Insular
Exilisciurus whiteheadi,Insular
Eulemur rubriventer,Insular
Eulemur coronatus,Insular
Eulemur rufus,Insular
Eulemur sanfordi,Insular
Eulemur mongoz,Insular
Eulemur albifrons,Insular
Eulemur cinereiceps,Insular
Eulemur collaris,Insular
Eulemur fulvus,Insular
Eulemur flavifrons,Insular
Eulemur macaco,Insular
Euroscaptor mizura,Insular
Fossa fossana,Insular
Funambulus layardi,Insular
Galidictis fasciata,Insular
Galidictis grandidieri,Insular
Geocapromys brownii,Insular
Geocapromys ingrahami,Insular
Geogale aurita,Insular
Glirulus japonicus,Insular
Glyphotes simus,Insular
Gymnuromys roberti,Insular
Hapalemur aureus,Insular
Hapalemur griseus,Insular
Haeromys minahassae,Insular
Haeromys pusillus,Insular
Prolemur simus,Insular
Hapalemur alaotrensis,Insular
Hapalemur occidentalis,Insular
Baiyankamys habbema,Insular
Phalanger rothschildi,Insular
Hylopetes nigripes,Insular
Hydromys hussoni,Insular
Hylobates klossii,Insular
Hylobates moloch,Insular
Hylobates muelleri,Insular
Neohylomys hainanensis,Insular
Hylomys parvus,Insular
Hypogeomys antimena,Insular
Hylopetes sipora,Insular
Hylopetes winstoni,Insular
Hystrix javanica,Insular
Hyomys goliath,Insular
Hyosciurus heinrichi,Insular
Hystrix crassispinis,Insular
Hystrix pumila,Insular
Hystrix sumatrae,Insular
Indri indri,Insular
Suncus fellowesgordoni,Insular
Kadarsanomys sodyi,Insular
Lariscus obscurus,Insular
Lariscus hosei,Insular
Lemur catta,Insular
Lenomys meyeri,Insular
Leopoldamys siporanus,Insular
Lepilemur edwardsi,Insular
Lepilemur leucopus,Insular
Lepilemur septentrionalis,Insular
Lepilemur dorsalis,Insular
Lepilemur microdon,Insular
Lepilemur mustelinus,Insular
Lepilemur ruficaudatus,Insular
Leptomys ernstmayri,Insular
Leptomys signatus,Insular
Lepus hainanus,Insular
Lepus insularis,Insular
Limnogale mergulus,Insular
Limnomys sibuanus,Insular
Mallomys rothschildi,Insular
Loris tardigradus,Insular
Melomys obiensis,Insular
Sylvilagus graysoni,Insular
Macaca cyclopis,Insular
Macaca fuscata,Insular
Macaca maura,Insular
Macaca nigra,Insular
Macaca ochreata,Insular
Macaca sinica,Insular
Macaca tonkeana,Insular
Macaca nigrescens,Insular
Macaca hecki,Insular
Macrogalidia musschenbroekii,Insular
Mesocapromys auritus,Insular
Macrotarsomys bastardi,Insular
Macruromys elegans,Insular
Macruromys major,Insular
Margaretamys elegans,Insular
Margaretamys parvus,Insular
Mallomys gunung,Insular
Margaretamys beccarii,Insular
Marmota vancouverensis,Insular
Maxomys panglima,Insular
Maxomys alticola,Insular
Maxomys baeodon,Insular
Maxomys bartelsii,Insular
Maxomys musschenbroekii,Insular
Maxomys ochraceiventer,Insular
Pseudohydromys ellermani,Insular
Melasmothrix naso,Insular
Melogale everetti,Insular
Melomys bougainville,Insular
Protochromys fellowsi,Insular
Melomys fraterculus,Insular
Mammelomys lanosus,Insular
Melomys leucogaster,Insular
Mesocapromys nanus,Insular
Paramelomys levipes,Insular
Paramelomys mollis,Insular
Paramelomys moncktoni,Insular
Melomys rubicola,Insular
Mesocapromys sanfelipensis,Insular
Microcebus murinus,Insular
Microgale gracilis,Insular
Microgale longicaudata,Insular
Microgale parvula,Insular
Microgale principula,Insular
Microgale thomasi,Insular
Microgale dryas,Insular
Microperoryctes murina,Insular
Microperoryctes papuensis,Insular
Microtus abbreviatus,Insular
Microtus breweri,Insular
Microtus sachalinensis,Insular
Phalanger carmelitae,Insular
Phalanger gymnotis,Insular
Mogera etigo,Insular
Mirza coquereli,Insular
Pongo abelii,Insular
Mustela lutreolina,Insular
Mungotictis decemlineata,Insular
Murexia longicaudata,Insular
Murexia rothschildi,Insular
Mus fernandoni,Insular
Mus mayori,Insular
Myosorex eisentrauti,Insular
Apomys insignis,Insular
Apomys littoralis,Insular
Apomys gracilirostris,Insular
Crocidura thomensis,Insular
Crocidura andamanensis,Insular
Crocidura grandis,Insular
Crocidura hispida,Insular
Crocidura jenkinsi,Insular
Crocidura nicobarica,Insular
Crocidura orientalis,Insular
Pseudohydromys occidentalis,Insular
Crunomys suncoides,Insular
Voalavo gymnocaudus,Insular
Sundasciurus davensis,Insular
Tupaia gracilis,Insular
Chrotomys sibuyanensis,Insular
Melomys fulgens,Insular
Crocidura musseri,Insular
Brassomys albidens,Insular
Atopogale cubana,Insular
Tupaia everetti,Insular
Pithecheir melanurus,Insular
Hydromys neobritannicus,Insular
Baiyankamys shawmayeri,Insular
Aeromys thomasi,Insular
Anisomys imitator,Insular
Anonymomys mindorensis,Insular
Batomys dentatus,Insular
Bunomys prolatus,Insular
Callosciurus albescens,Insular
Carpomys melanurus,Insular
Chiropodomys calamianensis,Insular
Chiropodomys karlkoopmani,Insular
Chiropodomys muroides,Insular
Chiropodomys pusillus,Insular
Crateromys paulus,Insular
Crocidura tenuis,Insular
Crossomys moncktoni,Insular
Crunomys fallax,Insular
Exilisciurus exilis,Insular
Dicrostonyx vinogradovi,Insular
Eropeplus canus,Insular
Haeromys margarettae,Insular
Hybomys basilii,Insular
Hylopetes bartelsi,Insular
Hyomys dammermani,Insular
Hyosciurus ileile,Insular
Iomys sipora,Insular
Lariscus niobe,Insular
Komodomys rintjanus,Insular
Mallomys istapantap,Insular
Leptomys elegans,Insular
Lorentzimys nouhuysi,Insular
Macrotarsomys ingens,Insular
Mallomys aroaensis,Insular
Maxomys dollmani,Insular
Maxomys hellwaldii,Insular
Maxomys hylomyoides,Insular
Maxomys inflatus,Insular
Maxomys pagensis,Insular
Maxomys wattsi,Insular
Melomys aerosus,Insular
Paramelomys lorentzii,Insular
Paramelomys platyops,Insular
Paramelomys rubex,Insular
Melomys rufescens,Insular
Mammelomys rattoides,Insular
Microtus montebelli,Insular
Mogera tokudae,Insular
Mus crociduroides,Insular
Mus vulcani,Insular
Nannosciurus melanotis,Insular
Palawanomys furvus,Insular
Paraleptomys wilhelmina,Insular
Paruromys dominator,Insular
Paulamys naso,Insular
Petaurillus hosei,Insular
Petaurista leucogenys,Insular
Pogonomys championi,Insular
Pogonomys loriae,Insular
Pogonomys sylvestris,Insular
Rattus palmarum,Insular
Rattus tawitawiensis,Insular
Rattus bontanus,Insular
Rattus enganus,Insular
Rattus everetti,Insular
Rattus hoogerwerfi,Insular
Rattus hainaldi,Insular
Rattus lugens,Insular
Rattus pelurus,Insular
Rattus praetor,Insular
Rattus simalurensis,Insular
Rattus stoicus,Insular
Rattus xanthurus,Insular
Sciurus lis,Insular
Sorex leucogaster,Insular
Rattus niobe,Insular
Suncus mertensi,Insular
Rattus verecundus,Insular
Suncus hosei,Insular
Sundasciurus fraterculus,Insular
Sundasciurus rabori,Insular
Melomys howi,Insular
Tupaia chrysogaster,Insular
Tupaia nicobarica,Insular
Rhynchomys tapulao,Insular
Crocidura dsinezumi,Insular
Crocidura maxi,Insular
Coccymys ruemmleri,Insular
Abditomys latidens,Insular
Apodemus argenteus,Insular
Eliurus danieli,Insular
Melomys talaudium,Insular
Eliurus ellermani,Insular
Melomys paveli,Insular
Nesomys lambertoni,Insular
Crocidura vosmaeri,Insular
Uromys siebersi,Insular
Macrotarsomys petteri,Insular
Melomys cooperae,Insular
Hydromys ziegleri,Insular
Melomys caurinus,Insular
Rhynchomys banahao,Insular
Melomys lutillus,Insular
Pithecheirops otion,Insular
Pseudohydromys murinus,Insular
Myoictis melas,Insular
Mydaus marchei,Insular
Mysateles melanurus,Insular
Mysateles prehensilis,Insular
Nasalis larvatus,Insular
Pseudohydromys fuscus,Insular
Neophascogale lorentzii,Insular
Mogera uchidai,Insular
Neotoma bryanti,Insular
Nesoryzomys swarthi,Insular
Nesomys rufus,Insular
Nesoryzomys fernandinae,Insular
Niviventer coninga,Insular
Niviventer culturatus,Insular
Niviventer lepturus,Insular
Niviventer rapit,Insular
Octodon pacificus,Insular
Aegialomys galapagoensis,Insular
Phalanger intercastellanus,Insular
Petinomys crinitus,Insular
Peromyscus madrensis,Insular
Papagomys armandvillei,Insular
Parahydromys asper,Insular
Paraleptomys rufilatus,Insular
Pentalagus furnessi,Insular
Peromyscus caniceps,Insular
Peromyscus dickeyi,Insular
Peromyscus guardia,Insular
Peromyscus interparietalis,Insular
Peroryctes broadbenti,Insular
Peromyscus pseudocrinitus,Insular
Peromyscus sejugis,Insular
Peromyscus slevini,Insular
Peromyscus stephani,Insular
Peroryctes raffrayana,Insular
Petaurillus emiliae,Insular
Petaurus biacensis,Insular
Petinomys hageni,Insular
Petinomys lugens,Insular
Phalanger lullulae,Insular
Phalanger orientalis,Insular
Phalanger matanim,Insular
Phalanger vestitus,Insular
Phalanger ornatus,Insular
Phalanger sericeus,Insular
Phalanger alexandrae,Insular
Phaner furcifer,Insular
Phaner parienti,Insular
Phaner pallescens,Insular
Phaner electromontis,Insular
Phascolosorex dorsalis,Insular
Myodes smithii,Insular
Phascolosorex doriae,Insular
Myodes andersoni,Insular
Phloeomys cumingi,Insular
Phloeomys pallidus,Insular
Plagiodontia aedium,Insular
Planigale novaeguineae,Insular
Pogonomelomys bruijnii,Insular
Pogonomelomys mayeri,Insular
Podogymnura truei,Insular
Podogymnura aureospinula,Insular
Abeomelomys sevia,Insular
Pongo pygmaeus,Insular
Presbytis comata,Insular
Presbytis hosei,Insular
Presbytis frontata,Insular
Presbytis melalophos,Insular
Presbytis potenziani,Insular
Presbytis rubicunda,Insular
Propithecus diadema,Insular
Presbytis thomasi,Insular
Propithecus edwardsi,Insular
Procyon pygmaeus,Insular
Propithecus candidus,Insular
Propithecus perrieri,Insular
Prosciurillus abstrusus,Insular
Prosciurillus leucomus,Insular
Propithecus tattersalli,Insular
Propithecus verreauxi,Insular
Propithecus coquereli,Insular
Propithecus coronatus,Insular
Prosciurillus murinus,Insular
Propithecus deckenii,Insular
Prosciurillus weberi,Insular
Pseudochirops albertisii,Insular
Pseudochirops corinnae,Insular
Pseudochirops cupreus,Insular
Pseudochirulus caroli,Insular
Pteromys momonga,Insular
Rattus hoffmanni,Insular
Rattus adustus,Insular
Rattus morotaiensis,Insular
Rattus giluwensis,Insular
Rattus baluensis,Insular
Rattus burrus,Insular
Rattus novaeguineae,Insular
Rattus elaphinus,Insular
Rattus mordax,Insular
Rattus feliceus,Insular
Rattus jobiensis,Insular
Rattus montanus,Insular
Rattus koopmani,Insular
Rattus korinchi,Insular
Rattus marmosurus,Insular
Rattus mindorensis,Insular
Rattus mollicomulus,Insular
Rattus steini,Insular
Rattus timorensis,Insular
Reithrodontomys spectabilis,Insular
Rheithrosciurus macrotis,Insular
Sundasciurus jentinki,Insular
Rhynchomeles prattorum,Insular
Rhynchomys isarogensis,Insular
Rhynchomys soricoides,Insular
Sylvilagus mansuetus,Insular
Rubrisciurus rubriventer,Insular
Salanoia concolor,Insular
Tarsius syrichta,Insular
Simias concolor,Insular
Sminthopsis aitkeni,Insular
Solenodon paradoxus,Insular
Solomys ponceleti,Insular
Solomys salamonis,Insular
Solomys salebrosus,Insular
Solomys sapientis,Insular
Sorex hosonoi,Insular
Sorex jacksoni,Insular
Sorex pribilofensis,Insular
Spilocuscus kraemeri,Insular
Spilocuscus papuensis,Insular
Spilocuscus rufoniger,Insular
Srilankamys ohiensis,Insular
Nesoromys ceramicus,Insular
Rattus richardsoni,Insular
Rattus vandeuseni,Insular
Strigocuscus celebensis,Insular
Strigocuscus pelengensis,Insular
Suncus ater,Insular
Suncus zeylanicus,Insular
Sundamys infraluteus,Insular
Sundamys maxi,Insular
Sundasciurus brookei,Insular
Sundasciurus juvencus,Insular
Sundasciurus moellendorffi,Insular
Sundasciurus philippinensis,Insular
Sundasciurus samarensis,Insular
Sundasciurus steerii,Insular
Sus ahoenobarbus,Insular
Sus verrucosus,Insular
Sus philippensis,Insular
Sus cebifrons,Insular
Taeromys hamatus,Insular
Taeromys punicans,Insular
Taeromys taerae,Insular
Taeromys arcuatus,Insular
Taeromys callitrichus,Insular
Taeromys celebensis,Insular
Tarsius tarsier,Insular
Tateomys rhinogradoides,Insular
Tarsius bancanus,Insular
Tarsius dentatus,Insular
Tarsius pumilus,Insular
Tarsius sangirensis,Insular
Tarsius pelengensis,Insular
Tarsomys echinatus,Insular
Tateomys macrocercus,Insular
Tarsomys apoensis,Insular
Trachypithecus vetulus,Insular
Thylogale brunii,Insular
Thylogale calabyi,Insular
Tokudaia osimensis,Insular
Thylogale browni,Insular
Tokudaia muenninki,Insular
Trachypithecus auratus,Insular
Tragulus nigricans,Insular
Tupaia palawanensis,Insular
Tryphomys adustus,Insular
Urocyon littoralis,Insular
Tupaia longipes,Insular
Uromys anak,Insular
Uromys imperator,Insular
Uromys neobritannicus,Insular
Uromys porculus,Insular
Uromys rex,Insular
Vandeleuria nolthenii,Insular
Varecia variegata,Insular
Varecia rubra,Insular
Microtus kikuchii,Insular
Xenuromys barbatus,Insular
Zaglossus bruijnii,Insular
Crocidura sicula,Insular
Soricomys musseri,Insular
Eliurus grandidieri,Insular
Galidia elegans,Insular
Eupleres major,Insular
Nycticebus menagensis,Insular
Nycticebus javanicus,Insular
Microcebus ravelobensis,Insular
Macaca pagensis,Insular
Macaca siberu,Insular
Presbytis chrysomelas,Insular
Hylobates albibarbis,Insular
Ailurops ursinus,Insular
Piliocolobus kirkii,Insular
Dicrostonyx unalascensis,Insular
Pseudochirops coronatus,Insular
Microgale cowani,Insular
Microgale dobsoni,Insular
Oryzorictes hova,Insular
Oryzorictes tetradactylus,Insular
Echinops telfairi,Insular
Hemicentetes semispinosus,Insular
Setifer setosus,Insular
Tenrec ecaudatus,Insular
Chimarrogale platycephalus,Insular
Crocidura elongata,Insular
Pseudochirulus canescens,Insular
Pseudochirulus forbesi,Insular
Pseudochirulus mayeri,Insular
Pseudochirulus schlegeli,Insular
Nesoryzomys narboroughi,Insular
Lepus brachyurus,Insular
Microgale pusilla,Insular
Microgale talazaci,Insular
Crocidura lea,Insular
Crocidura levicula,Insular
Crocidura rhoditis,Insular
Tupaia tana,Insular
Sorex shinto,Insular
Episoriculus fumidus,Insular
Suncus madagascariensis,Insular
Crocidura nigripes,Insular
Mogera imaizumii,Insular
Mogera wogura,Insular
Dymecodon pilirostris,Insular
Urotrichus talpoides,Insular
Tupaia dorsalis,Insular
Tupaia javanica,Insular
Tupaia montana,Insular
Tupaia picta,Insular
Tupaia splendidula,Insular
Herpestes semitorquatus,Insular
Mydaus javanensis,Insular
Nomascus hainanus,Insular
Martes melampus,Insular
Microcebus tavaratra,Insular
Microcebus sambiranensis,Insular
Microcebus berthae,Insular
Cheirogaleus sibreei,Insular
Avahi unicolor,Insular
Mustela itatsi,Insular
Paradoxurus zeylonensis,Insular
Melogale orientalis,Insular
Sus celebensis,Insular
Moschiola meminna,Insular
Tragulus javanicus,Insular
Rusa timorensis,Insular
Muntiacus atherodes,Insular
Sundasciurus hoogstraali,Insular
Sundasciurus mindanensis,Insular
Apomys abrae,Insular
Pseudohydromys musseri,Insular
Bradypus pygmaeus,Insular
Microgale drouhardi,Insular
Microgale fotsifotsy,Insular
Microgale gymnorhyncha,Insular
Microgale jenkinsae,Insular
Hemicentetes nigriceps,Insular
Microgale majori,Insular
Microgale nasoloi,Insular
Microgale soricoides,Insular
Microgale taiva,Insular
Sus oliveri,Insular
Myoictis wavicus,Insular
Ailurops melanotis,Insular
Microcebus danfossi,Insular
Microcebus lehilahytsara,Insular
Phalanger matabiru,Insular
Manis culionensis,Insular
Meles anakuma,Insular
Lepilemur milanoii,Insular
Microcebus bongolavensis,Insular
Petinomys mindanensis,Insular
Dendrolagus stellarum,Insular
Melomys dollmani,Insular
Pogonomys fergussoniensis,Insular
Eulemur rufifrons,Insular
Lepilemur aeeclis,Insular
Muntiacus montanus,Insular
Hapalemur meridionalis,Insular
Microcebus mamiratra,Insular
Echiothrix centrosa,Insular
Cheirogaleus crossleyi,Insular
Lepilemur randrianasoloi,Insular
Thylogale lanatus,Insular
Anourosorex yamashinai,Insular
Avahi peyrierasi,Insular
Limnomys bryophilus,Insular
Lepilemur fleuretae,Insular
Bullimus gamay,Insular
Microcebus mittermeieri,Insular
Lemmus portenkoi,Insular
Lepilemur wrightae,Insular
Eliurus petteri,Insular
Tarsius lariang,Insular
Zaglossus attenboroughi,Insular
Paramelomys naso,Insular
Avahi cleesei,Insular
Crocidura watasei,Insular
Apomys camiguinensis,Insular
Avahi meridionalis,Insular
Crocidura trichura,Insular
Batomys russatus,Insular
Brachytarsomys villosa,Insular
Melomys arcium,Insular
Avahi ramanantsoavanai,Insular
Babyrousa celebensis,Insular
Spilocuscus wilsoni,Insular
Myoictis leucura,Insular
Microcebus jollyae,Insular
Uromys emmae,Insular
Babyrousa togeanensis,Insular
Nesomys audeberti,Insular
Lepilemur jamesorum,Insular
Presbytis natunae,Insular
Rattus arfakienis,Insular
Cavia intermedia,Insular
Melomys matambuai,Insular
Pseudohydromys germani,Insular
Microperoryctes aplini,Insular
Monticolomys koopmani,Insular
Zaglossus bartoni,Insular
Crocidura foetida,Insular
Prosciurillus rosenbergii,Insular
Rattus blangorum,Insular
Melomys bannisteri,Insular
Crocidura hikmiya,Insular
Neofelis diardi,Insular
Soricomys kalinga,Insular
Lepilemur mittermeieri,Insular
Lepilemur sahamalazensis,Insular
Microgale jobihely,Insular
Rattus pococki,Insular
Mus cypriacus,Insular
Microcebus griseorufus,Insular
Sommeromys macrorhinos,Insular
Taeromys microbullatus,Insular
Pogonomelomys brassi,Insular
Lepilemur betsileo,Insular
Dendrolagus mayri,Insular
Lepilemur petteri,Insular
Mirza zaza,Insular
Tokudaia tokunoshimensis,Insular
Dendrolagus pulcherrimus,Insular
Pseudochirulus larvatus,Insular
Rattus salocco,Insular
Paramelomys gressitti,Insular
Lepilemur seali,Insular
Lepilemur tymerlachsoni,Insular
Paramelomys steini,Insular
Melomys frigicola,Insular
Crocidura baluensis,Insular
Rattus arrogans,Insular
Lepilemur ankaranensis,Insular
Dendrolagus notatus,Insular
Microcebus simmonsi,Insular
Niviventer fraternus,Insular
Crocidura brunnea,Insular
Chodsigoa sodalis,Insular
Lepilemur hubbardorum,Insular
Avahi betsileo,Insular
Rattus omichlodes,Insular
Lepilemur grewcockorum,Insular
Uromys boeadii,Insular
Crocidura hutanis,Insular
Crocidura lepidura,Insular
Lepilemur otto,Insular
Moschiola kathygre,Insular
Cheirogaleus minusculus,Insular
Myoictis wallacei,Insular
Lepilemur ahmansonorum,Insular
Voalavo antsahabensis,Insular
Tarsius tumpara,Insular
Tarsius wallacei,Insular
Pennatomys nivalis,Insular
Microcebus margotmarshae,Insular
Microcebus arnholdi,Insular
Microcebus macarthurii,Insular
Microcebus gerpi,Insular
Lepilemur hollandorum,Insular
Lepilemur scottorum,Insular
Avahi mooreorum,Insular
Paucidentomys vermidax,Insular
Crocidura phuquocensis,Insular
Leopoldamys diwangkarai,Insular
Pseudohydromys berniceae,Insular
Pseudohydromys patriciae,Insular
Pseudohydromys sandrae,Insular
Rattus nikenii,Insular
Microcebus marohita,Insular
Microhydromys richardsoni,Insular
Microhydromys argenteus,Insular
Eliurus carletoni,Insular
Eliurus antsingy,Insular
Crocidura mindorus,Insular
Eupleres goudotii,Insular
Microgale brevicaudata,Insular
Cheirogaleus medius,Insular
Microgale grandidieri,Insular
Cheirogaleus major,Insular
Microcebus rufus,Insular
Arctonyx hoevenii,Insular
Microperoryctes longicauda,Insular
Pattonomys flavidus,Insular
Acomys minous,Insular
Acomys nesiotes,Insular
Allocebus trichotis,Insular
Microcebus myoxinus,Insular
Murexia naso,Insular
Murexia habbema,Insular
Murexia melanurus,Insular
Apodemus semotus,Insular
Apodemus speciosus,Insular
Apomys datae,Insular
Apomys hylocetes,Insular
Apomys microdon,Insular
Apomys musculus,Insular
Apomys sacobianus,Insular
Archboldomys luzonensis,Insular
Avahi occidentalis,Insular
Avahi laniger,Insular
Axis calamianensis,Insular
Axis kuhlii,Insular
Babyrousa babyrussa,Insular
Brachytarsomys albicauda,Insular
Batomys granti,Insular
Batomys salomonseni,Insular
Crocidura paradoxura,Insular
Brachyuromys betsileoensis,Insular
Brachyuromys ramirohitra,Insular
Bubalus depressicornis,Insular
Bubalus mindorensis,Insular
Bubalus quarlesi,Insular
Bullimus bagobus,Insular
Bullimus luzonicus,Insular
Bunomys andrewsi,Insular
Bunomys chrysocomus,Insular
Bunomys coelestis,Insular
Bunomys fratrorum,Insular
Bunomys penitus,Insular
Callosciurus adamsi,Insular
Callosciurus baluensis,Insular
Callosciurus melanogaster,Insular
Callosciurus orestes,Insular
Capricornis swinhoei,Insular
Capricornis crispus,Insular
Capromys pilorides,Insular
Carpomys phaeurus,Insular
Catopuma badia,Insular
Chrotomys silaceus,Insular
Boromys offella,Insular
Boromys torrei,Insular
Brotomys voratus,Insular
Cryptoprocta spelea,Insular
Geocapromys columbianus,Insular
Geocapromys thoracatus,Insular
Heteropsomys insulans,Insular
Hexolobodon phenax,Insular
Hippopotamus lemerlei,Insular
Hippopotamus madagascariensis,Insular
Isolobodon montanus,Insular
Isolobodon portoricensis,Insular
Megalomys desmarestii,Insular
Megalomys luciae,Insular
Megaoryzomys curioi,Insular
Neotoma anthonyi,Insular
Neotoma bunkeri,Insular
Neotoma martinensis,Insular
Nesophontes edithae,Insular
Nesophontes hypomicrus,Insular
Nesophontes major,Insular
Nesophontes micrus,Insular
Nesophontes paramicrus,Insular
Nesophontes zamicrus,Insular
Nesoryzomys darwini,Insular
Nesoryzomys indefessus,Insular
Noronhomys vespuccii,Insular
Oligoryzomys victus,Insular
Oryzomys antillarum,Insular
Oryzomys nelsoni,Insular
Palaeopropithecus ingens,Insular
Peromyscus pembertoni,Insular
Plagiodontia ipnaeum,Insular
Prolagus sardus,Insular
Rattus macleari,Insular
Rattus nativitatis,Insular
Solenodon marcanoi,Insular
Xenothrix mcgregori,Insular
Acratocnus antillensis,Insular
Megalocnus rodens,Insular
Neocnus glirifomis,Insular
Parocnus browni,Insular
Paralouatta varonai,Insular
Capromys garridoi,Insular
Capromys sp ,Insular
Macrocapromys acevedo,Insular
Macrocapromys latus,Insular
Mesocapromys kraglievichi,Insular
Solenodon arredondoi,Insular
Acratocnus simorhynchus,Insular
Acratocnus ye,Insular
Megalocnus zile,Insular
Neocnus comes,Insular
Neocnus dousman,Insular
Neocnus toupiti,Insular
Parocnus serus,Insular
Insulacebus toussaintiana,Insular
Antillothrix bernensis,Insular
Gen nov,Insular
Plagiodontia araeum,Insular
Rhizoplagiodontia lemkei,Insular
Brotomys contractus,Insular
Quemisia gravis,Insular
Tadarida sp ,Insular
Pteronotus sp ,Insular
Acratocnus odontrigonus,Insular
Puertoricomys corozalus,Insular
Elasmodontomys obliquus,Insular
Tainotherium valei,Insular
Clidomys osborni,Insular
Xaymaca fulvopulvis,Insular
Gen nov_2,Insular
Lagorchestes leporides,Insular
Macropus greyi,Insular
Potorous platyops,Insular
Procoptodon browneorum,Insular
Sthenurus gillii,Insular
Pipistrellus sp  nov  ,Insular
Cremnomys blanfordi,Insular
Thylacinus cynocephalus,Insular
